correo,empresa,sector,prioridad,estado,fecha_envio,notas
liceo_integrado1@yahoo.com,Sede GABRIELA MISTRAL Primaria,college,3,,,
licitaciones.amingenieria@gmail.com,AM INGENIERIA & CONSULTORIA CIVIL SAS,Proveedores del Estado,3,,,
lavs7804@hotmail.com,CONSORCIO INGENIERIA VERTICAL,Proveedores del Estado,3,,,
vivianamt84@hotmail.com,VIVIANA  MARIN TORRES,Empresas (datos abiertos),3,,,
germaincerrogobia@gmail.com,GERMAIN ALBERTO VILLANEDA VINASCO,Empresas (datos abiertos),3,,,
nicolasjavela70@gmail.com,NICOLAS  JAVELA CANO,Empresas (datos abiertos),3,,,
alejazadi@hotmail.com,HOTEL CENTRAL IRRA,Empresas (datos abiertos),3,,,
walter.agudelo@hotmail.com,WALTER HORACIO AGUDELO TORO,Empresas (datos abiertos),3,,,
jairo_trejos8866@hotmail.com,JENIFER MARCELA YEPES VALENCIA,Empresas (datos abiertos),3,,,
cadavid_5@hotmail.com,AGENCIA DE TURISMO ENCANTO,Empresas (datos abiertos),3,,,
turismomontanasmagicas@gmail.com,MONTAÑAS MAGICAS,Empresas (datos abiertos),3,,,
kathesinitave@gmail.com,PISCINA EL PEÑOL,Empresas (datos abiertos),3,,,
catalinapinto322@gmail.com,MARIA EUGENIA GUTIERREZ NARVAEZ,Empresas (datos abiertos),3,,,
apartahotellaplazuela@gmail.com,NOELVA TREJOS MARIA,Empresas (datos abiertos),3,,,
mellan4020@gmail.com,YONH JAIRO MELLAN,Empresas (datos abiertos),3,,,
lasmariasquinchia@gmail.com,CENTRO RECREACIONAL Y PESCA DEPORTIVA LAS MARIAS,Empresas (datos abiertos),3,,,
alesanchez29@hotmail.com,IGNACIO ALEJANDRO SANCHEZ ROJAS,Empresas (datos abiertos),3,,,
alonsotrejos@hotmail.com,HOTEL QUINCHIA,Empresas (datos abiertos),3,,,
hotelporce1@gmail.com,HOTEL PORCE 1,Empresas (datos abiertos),3,,,
hotelcontinentalmarin@gmail.com,HOTEL CONTINENTAL MARIN,Empresas (datos abiertos),3,,,
d_urrrea@yahho.com,URREA LASPRILLA DANIEL MAURICIO,Empresas (datos abiertos),3,,,
fchacon@corona.com.co,ORGANIZACION CORONA S.A,Empresa privada (DIAN),3,,,
contabgerl@gerleinco.com,GERLEINCO S.A,Empresa privada (DIAN),3,,,
impuestos.colombia@abbott.com,ABBOTT LABORATORIES DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
jairo.acero@ncr.com,NCR COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
crgutierrez@tifs.com,BUNDY COLOMBIA S.A.,Empresa privada (DIAN),3,,,
notificaciones@ab-inbev.com,BAVARIA Y COMPAÑIA SCA,Empresa privada (DIAN),3,,,
luis.e.camelo@assaabloy.com,ASSA ABLOY COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
impuestoscaracol@caracol.com.co,EMISORA MIL VEINTE S.A.,Empresa privada (DIAN),3,,,
notificaciones@movichhotels.com,PROMOTORA DE HOTELES MEDELLIN S.A.,Empresa privada (DIAN),3,,,
hugomanlo@hotmail.com,ARRIENDOS COLOMBIA MD S.A.S.,Empresa privada (DIAN),3,,,
gerencol@co.ibm.com,IBM DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
adriana.franco@siemens.com,SIEMENS S.A.S,Empresa privada (DIAN),3,,,
representantelegal@casatoro.com,SEISSA S.A,Empresa privada (DIAN),3,,,
finanfiscal@slb.com,SCHLUMBEGER SURENCO S.A.,Empresa privada (DIAN),3,,,
jeanet.salamanca@saint-gobain.com,FIBERGLASS COLOMBIA S.A.,Empresa privada (DIAN),3,,,
tuliocardenas@obancocardenas.com,AMERICAN  FIBER Y  FINANCE S.A.,Empresa privada (DIAN),3,,,
alrio@alrio.com.co,"EMPRESA RIO SAN ALBERTO LIMITADA, ALRIO LIMITADA",Empresa privada (DIAN),3,,,
javila@brenntagla.com,BRENNTAG COLOMBIA S.A.,Empresa privada (DIAN),3,,,
formfit@formfit.com.co,FORMFIT DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
mcespedes@bieneslalibertad.com,BIENES LA LIBERTAD S.A.,Empresa privada (DIAN),3,,,
jennifer.yopasa@championx.com,CHAMPIONX DE COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
bernardo.londono@sonymusic.com,SONY MUSIC ENTERTAINMENT COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@hilanderiasbogota.com,HUILANDERIAS BOGOTA S.A.,Empresa privada (DIAN),3,,,
mlsantiagomontoya@dow.com,DOW QUIMICA DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@tia.com.co,ALMACENES SELECTA S.A.,Empresa privada (DIAN),3,,,
joherojas@helicentro.com.co,HELICENTRO S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@novaplastsa.com,NOVAPLAST S.A.,Empresa privada (DIAN),3,,,
angela.rodriguez@penguinrandomhouse.com,PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@centrodiesel.com.co,CENTRO AUTOMOTOR DIESEL S.A.,Empresa privada (DIAN),3,,,
elugo@deloitte.com,DELOITTE LIMITADA.,Empresa privada (DIAN),3,,,
puyanasa@hotmail.com,DAVID Y EDUARDO PUYANA  S.A.,Empresa privada (DIAN),3,,,
fbarrera@gestionintegral.com,SANCHO BBDO WORDWIDE INC S.A.S.,Empresa privada (DIAN),3,,,
impuestos@orf.com.co,ORF S.A,Empresa privada (DIAN),3,,,
chaidneme.legal@somosgrupo-a.com,CHAID NEME HERMANOS S.A.,Empresa privada (DIAN),3,,,
schala@plastilene.net,PLASTILENE S A.S.,Empresa privada (DIAN),3,,,
auditoria1@ferreteriareina.com,FERRETERIA REINA S.A.,Empresa privada (DIAN),3,,,
entoficiales@racafe.com,RACAFE & COMPAÑIA SCA,Empresa privada (DIAN),3,,,
asistente.presidencia@leclee.com.co,LUIS EDUARDO CAICEDO S.A. (LEC  S.A.),Empresa privada (DIAN),3,,,
sdiaz@elespectador.com,COMUNICAN S.A.,Empresa privada (DIAN),3,,,
notificaciones@lafayette.com,TEXTILES LAFAYETTE S.A.S.,Empresa privada (DIAN),3,,,
monterrey@grupomonterrey.com.co,PALMAS MONTERREY S.A.S.,Empresa privada (DIAN),3,,,
jgarcia@patprimo.com.co,MANUFACTURAS ELIOT S.A.S.,Empresa privada (DIAN),3,,,
gerencia@cabarria.com,CABARRIA IQA S.A.S.,Empresa privada (DIAN),3,,,
italo@comestiblesitalo.com,COMESTIBLES ITALO S.A,Empresa privada (DIAN),3,,,
jgarzon@helmholdings.com.co,COLEMPRESAS S.A.S.,Empresa privada (DIAN),3,,,
uniondearroceros@arrozsupremo.com,UNION DE ARROCEROS S.A.S,Empresa privada (DIAN),3,,,
comunicaciones@cusezar.com,CUSEZAR S.A.,Empresa privada (DIAN),3,,,
gerencia@molinoslaaurora.com,MOLINOS LA AURORA S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
xlaloum@gomezcajiao.com,GOMEZ CAJIAO Y ASOCIADOS S.A.S,Empresa privada (DIAN),3,,,
andreanunez@euclidchemical.com.co,TOXEMENT S.A.,Empresa privada (DIAN),3,,,
contabilidad@ismocol.com,ISMOCOL S.A.,Empresa privada (DIAN),3,,,
contabilidad@vansolix.com,VANSOLIX S.A.,Empresa privada (DIAN),3,,,
contabilidad@philaac.com.co,PHILAAC S.A.S.,Empresa privada (DIAN),3,,,
autofinanciera@autofinanciera.com.co,AUTOFINANCIERA COLOMBIA S.A. SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMI,Empresa privada (DIAN),3,,,
fonbienes@fonbienes.com.co,FONBIENES COLOMBIA S.A. SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMIENTO ,Empresa privada (DIAN),3,,,
legal@chevyplan.com.co,CHEVYPLAN S.A.,Empresa privada (DIAN),3,,,
unipalma@unipalma.com,PLANTACINES UNIPALMA DE LOS LLANOS S.A.,Empresa privada (DIAN),3,,,
alvaro.romero@envasespuros.com.co,ENVASES PUROS INTERNATIONAL PAPER LIMITADA.,Empresa privada (DIAN),3,,,
impuestos@ramo.com.co,AVICULTURA INDUSTRIAL AVINSA S.A.,Empresa privada (DIAN),3,,,
eduar.saavedra@westpharma.com,WEST PHARMACEUTICAL SERVICES COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
entoficiales@coandes.com,COMPAÑIA DE CONSTRUCCIONES ANDES COANDES S.A.S.,Empresa privada (DIAN),3,,,
contador@espumadossa.com.co,ESPUMADOS S.A.,Empresa privada (DIAN),3,,,
boggv@itochu.com.co,ITOCHU COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
vecol@vecol.com.co,EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A. VECOL S.A.,Empresa privada (DIAN),3,,,
claudia.contreras@voestalpine.com,VOESTALPINE HIGH PERFORMANCE METALS COLOMBIA  S.A.,Empresa privada (DIAN),3,,,
yolanda.tovar@vanyplas.com,INDUSTRIAS VANYPLAS LTDA.,Empresa privada (DIAN),3,,,
cofre.legal@somosgrupo-a.com,COLOMBIANA DE FRENOS S.A. COFRE,Empresa privada (DIAN),3,,,
cesar.redondo@boehringer-ingelheim.com,BOEHRINGER INGELHEIM S.A.,Empresa privada (DIAN),3,,,
comunicaciones@urbecapital.com,URBE CAPITAL S.A.,Empresa privada (DIAN),3,,,
clas@firmenich.com,FIRMENICH S.A.,Empresa privada (DIAN),3,,,
notificaciones@legis.com.co,LEGIS EDITORES S.A.,Empresa privada (DIAN),3,,,
notificaciones@ransa.net,RANSA COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
refocosta@refocosta.com,REFORESTADORA DE LA COSTA S.A.S,Empresa privada (DIAN),3,,,
ketty.zambrano@nielseniq.com,AC NIELSEN DE COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
notificaciones@se.com,SCHNEIDER ELECTRIC DE COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
notificaciones@kof.com.mx,EMBOTELLADORA DEL HUILA S.A.,Empresa privada (DIAN),3,,,
notificacionestempora@eltiempo.com,TEMPORA S.A.S.,Empresa privada (DIAN),3,,,
notificacionesjudiciales@equion-energia.com,SANTIAGO OIL COMPANY,Empresa privada (DIAN),3,,,
ybarrera@mycwt.com,CARLSON WAGONLIT COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
socococol@cable.net.co,SOCIEDAD COLOMBIANA DE CONSTRUCCIONES SOCOCO LIMITADA.,Empresa privada (DIAN),3,,,
catalina.acero@berlitz.com.co,BERLITZ COLOMBIA S.A.,Empresa privada (DIAN),3,,,
lparrapa@summa-sci.com,ODINSA PROYECTOS E INVERSIONES S.A,Empresa privada (DIAN),3,,,
contador@florescolon.net.co,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL FLORES COLON LTDA.,Empresa privada (DIAN),3,,,
jcontreras@swantex.com.co,TEXTILES SWANTEX S.A.,Empresa privada (DIAN),3,,,
gerencia.financiera@floramerica.com,FLORES LAS PALMAS S.A.S.  EN REORGANIZACION,Empresa privada (DIAN),3,,,
ruben.quiroga@clorox.com,CLOROX DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
interoil@interoil.com.co,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,Empresa privada (DIAN),3,,,
ocomba@expocafe.com,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS DE CAFICULTORES EXPOCAFE S.A.,Empresa privada (DIAN),3,,,
notificaciones@hotelescosmos.com,INVERSIONES LIBRA S.A.,Empresa privada (DIAN),3,,,
impuestos@loreal.com,LABORATORIOS DE COSMETICOS VOGUE S.A.S.,Empresa privada (DIAN),3,,,
info@metalbogota.com,INVERSIONES CREST S.A.,Empresa privada (DIAN),3,,,
coexminas@hotmail.com,COMPAÑIA COLOMBIANA DE EXPLOTACIONES MINERAS S.A. COEXMINAS S.A.,Empresa privada (DIAN),3,,,
erikabernal@dorfan.com,DORFAN S.A.S.,Empresa privada (DIAN),3,,,
contabilidadbogota@polloselcacique.com.co,AGROINDUSTRIA UVE S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
jgarzon@unimaq.com,UNIMAQ S.A.,Empresa privada (DIAN),3,,,
contabilidad@aretama.com,INDUSTRIAS ALIMENTICIAS ARETAMA S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
impuestos.rco@ricoh-la.com,RICOH COLOMBIA S.A,Empresa privada (DIAN),3,,,
gd_juridica@permoda.com.co,PERMODA LIMITADA.,Empresa privada (DIAN),3,,,
texdoral@texdoral.com,TEXDORAL S.A.S.,Empresa privada (DIAN),3,,,
duquesa@duquesa.com.co,DUQUESA S.A.,Empresa privada (DIAN),3,,,
carmen.castellanos@kuehne-nagel.com,KUEHNE + NAGEL S.A.S,Empresa privada (DIAN),3,,,
lmlopez@icconstructora.co,I C INMOBILIARIA S.A.S.,Empresa privada (DIAN),3,,,
maritza.quintero@gcpat.com,GCP COLOMBIA S.A.,Empresa privada (DIAN),3,,,
gerencia.financiera@extractoracusiana.com,"AGROPECUARIA VARGAS VALLEJO Y COMPAÑIA S.A.S., EN REORGANIZACION",Empresa privada (DIAN),3,,,
schenker@sunrisecargo.com,SUNRISE CARGO S.A.S.,Empresa privada (DIAN),3,,,
agustin.romero@espumlatex.com,ESPUMLATEX S.A.,Empresa privada (DIAN),3,,,
yimmy.varon@ghcia.com.co,SUCAMPO-SULLANTA S.A.S.,Empresa privada (DIAN),3,,,
liliana.mendez@progen.com.co,PRODUCCIONES GENERALES S.A.,Empresa privada (DIAN),3,,,
jorge.estevez@inadisa.com,INDUSTRIA ANDINA ILUMINACION S.A.,Empresa privada (DIAN),3,,,
impuestosgrupopavcol@gmail.com,SUPERFICIES COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
notificacionesjud@belcorp.biz,BEL STAR S.A.,Empresa privada (DIAN),3,,,
mayure@colchoneseldorado.com,COLCHONES ELDORADO S.A.,Empresa privada (DIAN),3,,,
notificaciones@colmenainversora.com,COMPAÑIA INVERSORA S.A.,Empresa privada (DIAN),3,,,
contabilidad@tpollorico.com,TRIANGULO POLLORICO S.A.,Empresa privada (DIAN),3,,,
contabilidad@lapielroja.com.co,"ZABATA COLOMBIA S.A.S., EN VALIDACION JUDICIAL",Empresa privada (DIAN),3,,,
yimy.hernandez@bunzlcolombia.com,IMPORTADORES EXPORTADORES SOLMAQ S.A.S.,Empresa privada (DIAN),3,,,
isabel.salcedo@oracle.com,ORACLE COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
invnortesas@gmail.com,INVERSIONES DEL  NORTE S.A.S.,Empresa privada (DIAN),3,,,
notificacionesdian@quala.com.co,QUALA S.A.,Empresa privada (DIAN),3,,,
mparada@agpglass.com,AGP DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
pavimentos@pavcol.com,PAVIMENTOS COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
falconsa@falconfarms.com.co,FALCON FARMS DE COLOMBIA S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
gerencia@flotalamacarena.com,COMERCIALIZADORA DE INSUMOS PARA EL TRANSPORTE LTDA.,Empresa privada (DIAN),3,,,
info.cecolor@cecolor.com,COMERCIALIZADORA INTERNACIONAL DE COLORANTES S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@consimex.com.co,CONSIMEX S.A.,Empresa privada (DIAN),3,,,
notificaciones@elpomar.com.co,SABANALAC S.A.,Empresa privada (DIAN),3,,,
adriana.bello@ogilvy.com,OGILVY & MATHER COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
ot-col-facturacion@nov.com,NATIONAL OILWELL VARCO DE COLOMBIA,Empresa privada (DIAN),3,,,
josem.rodriguez@cruzverde.com.co,DROGUERIAS Y FARMACIAS CRUZ VERDE S.A.S.,Empresa privada (DIAN),3,,,
alozano@inversioneszg.com,INVERSIONES INDUSTRIAS  Y CONSTRUCCIONES S.A.S.,Empresa privada (DIAN),3,,,
quirurgicos@quirurgicosltda.com,QUIRURGICOS LIMITADA.,Empresa privada (DIAN),3,,,
wmora@colsanitas.com,EDITORIAL BIENESTAR S.A.S,Empresa privada (DIAN),3,,,
sandra.gomez@isarco.com.co,CONSTRUCCIONES ISARCO S.A.S.,Empresa privada (DIAN),3,,,
renosa.legal@renosa.com.co,RENOSA S.A.S,Empresa privada (DIAN),3,,,
contabilidad@fisa.com.co,FERRETERIA INDUSTRIAL S.A.S,Empresa privada (DIAN),3,,,
colombia@vpcom.com,VPC COLOMBIA SERVICIOS INMOBILIARIOS S.A.S,Empresa privada (DIAN),3,,,
roosvehl.duitama@csi-southamerica.com,ALUSUD EMABALES COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
bernardo.escallon@bescallon.com,CONSTRUCCIONES FUTURA 2000 S.A.,Empresa privada (DIAN),3,,,
niifcontabilidad@pqa.com.co,PRODUCTOS QUIMICOS ANDINOS S.A.S,Empresa privada (DIAN),3,,,
arqurbana70@hotmail.com,GREEN HARBOR INVERSIONES Y CONSTRUCCIONES S.A.S,Empresa privada (DIAN),3,,,
lvelasquez@grupotek.com.co,INVERSIONES URAPANES S.A.,Empresa privada (DIAN),3,,,
notificacion.proalco@bekaert.com,PRODUCTORA DE ALAMBRES  COLOMBIANOS PROALCO S.A.S,Empresa privada (DIAN),3,,,
notificaciones@yanbal.com,YANBAL DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
tvelez@mccain.com.co,CONGELADOS AGRICOLAS S.A.,Empresa privada (DIAN),3,,,
wilson.mendivelso@weatherford.com,WEATHERFORD COLOMBIA LIMITED,Empresa privada (DIAN),3,,,
steven.rojas@technipfmc.com,FMC TECHNOLOGIES INC,Empresa privada (DIAN),3,,,
omar.ortiz@corelab.com,CORE LABORATRIES,Empresa privada (DIAN),3,,,
info@hospimedics.com,HOSPIMEDICS S.A.,Empresa privada (DIAN),3,,,
contabilidad@colibriflowers.com,COLIBRI FLOWERS S.A.,Empresa privada (DIAN),3,,,
legal@omh.co,MARROQUINERA S.A,Empresa privada (DIAN),3,,,
notificaciones.judiciales@ocensa.com.co,OLEODUCTO CENTRAL S.A.,Empresa privada (DIAN),3,,,
e.mail@plinco.com.co,PLINCO S.A.,Empresa privada (DIAN),3,,,
hormigonobras@hotmail.com,ESTRUCTURAS DE HORMIGON LTDA.,Empresa privada (DIAN),3,,,
controlfinanciero@automundial.com.co,AUTOMUNDIAL S.A.,Empresa privada (DIAN),3,,,
luz.pulido@aldialogistica.com,GRUPO TRIANGULO S.A.S.,Empresa privada (DIAN),3,,,
naddy.paradamaldonado@mastercard.com,MASTERCARD COLOMBIA INC SUCURSAL COLOMBIANA,Empresa privada (DIAN),3,,,
lrueda@plastilene.net,ESFERD ANDINA S.A.S,Empresa privada (DIAN),3,,,
recepcion@rosales.com.co,MERCANTIL GALERAZAMBA Y COMPAÑIA SCA,Empresa privada (DIAN),3,,,
adolfo.acero@ceragon.com,CERAGON AMERICA LATINA LDTA SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
alejandra.acosta@amway.com,AMWAY COLOMBIA,Empresa privada (DIAN),3,,,
constructora@constructorasanfrancisco.com,CONSTRUCTORA SAN FRANCISCO S.A,Empresa privada (DIAN),3,,,
m.sanchez@icisas.co,ICI INVERSIONES & CONSTRUCCIONES INDUSTRIALIZADAS S.A.S.,Empresa privada (DIAN),3,,,
nelekonar@nelekonar.com,CONSTRUCTORA NELEKONAR S.A.S,Empresa privada (DIAN),3,,,
lamusicagerencia@cable.net.co,COMERCIAL CARDONA HERMANOS LTDA.,Empresa privada (DIAN),3,,,
contabilidad@holdingclinicadelcountry.com,CLINICA DEL COUNTRY S.A.,Empresa privada (DIAN),3,,,
im@mojicaconstructora.com,MOJICA CONSTRUCTORA S.A.,Empresa privada (DIAN),3,,,
financiero@inducarton.com,CARTONERIA INDUSTRIAL S.A.S. INDUCARTON,Empresa privada (DIAN),3,,,
carlos.tesoreria@capillfrance.com,CAPILL FRANCE S.A. EN REESTRUCTURACION,Empresa privada (DIAN),3,,,
caldasrico@gmail.com,CALDAS RICO Y COMPAÑIA  S C A,Empresa privada (DIAN),3,,,
contabilidad@casadelrhin.com,BODEGAS DEL RHIN LIMITADA.,Empresa privada (DIAN),3,,,
coordtributaria@macpollo.com,AVIDESA MAC POLLO S.A.,Empresa privada (DIAN),3,,,
luzma@auros-sa.com.co,AUROS S.A.,Empresa privada (DIAN),3,,,
financiero@asecones.com,ASESORIA EN COMUNICACIONES ASECONES S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
aporras@lafayette.com,APOREMA S.A.,Empresa privada (DIAN),3,,,
notificaciones@fullerbio.com.co,FULLER MANTENIMIENTO S.A.S.,Empresa privada (DIAN),3,,,
mduque@fotojapon.com,FOTO DEL ORIENTE LTDA. EN REORGANIZACION,Empresa privada (DIAN),3,,,
notificajudiciales@keralty.com,KERALTY S.A.S.,Empresa privada (DIAN),3,,,
ssuarez@promotoraconvivienda.com,NAPI S.A.S.,Empresa privada (DIAN),3,,,
omolaya@flexospring.com.co,FLEXO SPRING S.A.S,Empresa privada (DIAN),3,,,
lmedina@aiandinas.com,ASESORIAS E INVERSIONES ANDINAS S.A.S.,Empresa privada (DIAN),3,,,
solicitudes-accion@accionplus.com,ACCION S.A.S. EN VALIDACION,Empresa privada (DIAN),3,,,
andrea.murcia@autogermana.com.co,AUTOGERMANA S.A,Empresa privada (DIAN),3,,,
impuestos@v2kconstructora.com,VIVIENDA 2000 S.A.S,Empresa privada (DIAN),3,,,
saira.lopez@accenture.com,ACCENTURE LIMITADA.,Empresa privada (DIAN),3,,,
sgomez@serranogomez.com.co,SERRANO GOMEZ Y COMPAÑIA S EN C,Empresa privada (DIAN),3,,,
analista.contable@ope.com.co,ORGANIZACION PUBLICIDAD EXTERIOR S.A.,Empresa privada (DIAN),3,,,
mequijano@coloma.com.co,SOCIEDAD EXPORTADORA FINANCIERA VENEZOLANA EMPRESA MULTINACIONAL ANDINA CA SOEXV,Empresa privada (DIAN),3,,,
lina.ortiz@co.mcd.com,ARCOS DORADOS COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
nelson.botia@grupotropi.com,VENTAS Y MARCAS S.A.S.,Empresa privada (DIAN),3,,,
impuestos@disan.com.co,DISAN COLOMBIA S.A.,Empresa privada (DIAN),3,,,
comunicaciones.fi@otis.com,OTIS ELEVATOR COMPANY COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
mvasquez@zonafrancabogota.com,ZONA FRANCA DE BOGOTA S.A.,Empresa privada (DIAN),3,,,
contabilidad@cobranzasgerc.net,COBRANZAS ESPECIALES GERC S.A EN REORGANIZACION,Empresa privada (DIAN),3,,,
bhernandez@calymayor.com.mx,CAL Y MAYOR Y ASOSCIADOS SC,Empresa privada (DIAN),3,,,
impofer@impofer.com,IMPOFER IMPORTADORA DE FERRETERIA S.A.S,Empresa privada (DIAN),3,,,
grocio111@gmail.com,INDUAGRICOLA S.A.S.,Empresa privada (DIAN),3,,,
correspondencia@civilia.com.co,CIVILIA S.A.,Empresa privada (DIAN),3,,,
agrinsa.sas@yahoo.com,AGRICOLA E INDUSTRIAL DE LA SABANA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@sutex.com,SUTEX S.A.S.,Empresa privada (DIAN),3,,,
contabilidad.impuestos@parking.net.co,PARKING INTERNATIONAL S.A.S.,Empresa privada (DIAN),3,,,
jefecontabilidad@polloolympico.com,"POLLO OLIMPICO S,A",Empresa privada (DIAN),3,,,
dcontable@germanmoralesehijos.com,INVERSIONES GMH S.A.,Empresa privada (DIAN),3,,,
jdiaz@immacolata.com.co,IMMACOLATA S.A.S.,Empresa privada (DIAN),3,,,
facturasproveedores@anditel.com,ANDITEL S.A.S.,Empresa privada (DIAN),3,,,
dcardenas@radiopolis.fm,PRODUCCIONES WILLVIN S.A.,Empresa privada (DIAN),3,,,
contabilidad@naritamotors.com.co,NARITA MOTOTRS LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@laplazoleta.com,LA PLAZOLETA SOCIEDAD SIMPLIFICADA POR ACCIONES,Empresa privada (DIAN),3,,,
notificaciones@losvestidos.com,INVERSIONES GIRATELL GIRALDO SCA,Empresa privada (DIAN),3,,,
alvaroarango@sanchobbdo.com,IINVERSIONES ARANGOS RUDD & COMPAÑIA S. EN C.A.,Empresa privada (DIAN),3,,,
contabilidad@industrialtaylor.com,INDUSTRIAL TAYLOR S.A.S.,Empresa privada (DIAN),3,,,
jefe.contable@grupounigas.co,FAMICARO S.A.S.,Empresa privada (DIAN),3,,,
coherpa@coherpa.com,COHERPA INGENIEROS CONSTRUCTORES S.A.S.,Empresa privada (DIAN),3,,,
soporte@daga-sa.com,DAGA S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
jefe.contabilidad@anglopharma.com,ANGLO PHARMA S.A,Empresa privada (DIAN),3,,,
bconta@mybosi.com,COMERCIALIZADORA BALDINI S.A.,Empresa privada (DIAN),3,,,
notificaciones@ingeurbe.com,INGEURBE S.A.S.,Empresa privada (DIAN),3,,,
jgtorrest42@hotmail.com,TURQUEZA S.A.,Empresa privada (DIAN),3,,,
rgonzalez@ntcolombia.com,NACIONAL DE TRENZADOS S.A. NT COLOMBIA,Empresa privada (DIAN),3,,,
info@meltec.com.co,MELTEC S.A.,Empresa privada (DIAN),3,,,
contador@eimpsa.com.co,ELECTRICOS IMPORTADOS S.A. EIMPSA,Empresa privada (DIAN),3,,,
glgsa0617@hotmail.com,GLG S.A.,Empresa privada (DIAN),3,,,
maria.p.fernandez@ge.com,GE ENERGY COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@heinsohn.com.co,HEINSOHN BUSINESS TECHNOLOGY S.A.,Empresa privada (DIAN),3,,,
contabilidad@disonex.com,DISONEX S.A.,Empresa privada (DIAN),3,,,
mlaverde@unihilo.com.co,M Y M KHOUDARI S.A.,Empresa privada (DIAN),3,,,
ccpalacional@une.net.co,COMERCIALIZADORA SUPERESTRELLAS S.A.S.,Empresa privada (DIAN),3,,,
subgerencia@milano-percoint.com,PERFUMES Y COSMETICOS INTERNACIONALES PERCOINT S.A.,Empresa privada (DIAN),3,,,
acleves@panamericana.com.co,NUEVA AURORA S.A.S.,Empresa privada (DIAN),3,,,
soviedo@passco.com.co,INTERNACIONAL K EDITORES S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@ferricentro.com,FERRICENTROS S.A.S.,Empresa privada (DIAN),3,,,
zradmin@zringenieriasa.com,ZR INGENIERIA S.A.,Empresa privada (DIAN),3,,,
administrativo@montoyafayad.com,MONTOYA FAYAD  S.A.S.,Empresa privada (DIAN),3,,,
